serial_number,split_from,sched_enter_by,status,qty_ordered,ship_to,bki,related_dye_order_plan,purchase_order,sched_done_by,knit_version,unit_cost_yarn,machine,modified,knit_price,costing_exception_overridden,ship_to_processor,active,customer_service_rep,schedule_status,instructions,seconds,qty_received,sched_enter_dt,knit_start,sched_done_dt,balance,internal_notes,note,created_date,created_by,knit_style_base,close_dt,job,qty_shipped,id,knitter,quoted_date,qty_G00,uom,requested_date,updated_by
K2507046,,72,Open,22500,,45188,8869.0,,,"{'act_yard_cut_wt': '23.95', 'knit_style_base': 3254, 'id': 6229, 'active': 1, 'created_date': '2025-07-11', 'version': '1N', 'target_yard_cut_wt': '24.70', 'created_time': '15:57:32.748858', 'modified': '2025-07-30 14:20:42.638229', 'price': '0.85', 'foreign_id': 8380, 'roll_size': '250'}",1.60364,193,2025-08-28 14:21:12.229902,0.85,0,,1,19,Complete,,533.7,10640.2,2025-07-16 15:43:18.607548,2025-07-17,,11859.8,,,2025-07-16 15:43:18.607548,72,"{'foreign_id': 5146, 'active': 1, 'id': 3254, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B4571A'}",,33317,11173.9,6433,1,2025-09-30,,lbs,2025-09-30,72
K2507045,,72,Open,22500,,45187,8868.0,,,"{'target_yard_cut_wt': '24.70', 'created_time': '15:57:32.748858', 'modified': '2025-07-30 14:20:42.638229', 'price': '0.85', 'foreign_id': 8380, 'roll_size': '250', 'act_yard_cut_wt': '23.95', 'knit_style_base': 3254, 'active': 1, 'id': 6229, 'created_date': '2025-07-11', 'version': '1N'}",1.60364,192,2025-09-05 18:06:10.246119,0.85,0,,1,19,Complete,,517.4,12647.3,2025-07-16 15:41:21.681035,2025-07-17,,9852.7,,,2025-07-16 15:41:21.681035,72,"{'base_style': 'C1B4571A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3254, 'active': 1, 'foreign_id': 5146}",,33316,12914.1,6432,1,2025-09-30,215.5,lbs,2025-09-30,72
K2507039,,9,Open,5100,,,,,,"{'roll_size': '50', 'foreign_id': 8400, 'modified': '2025-09-10 12:23:24.049573', 'price': '0.75', 'target_yard_cut_wt': '12.50', 'created_time': '16:19:34.73438', 'created_date': '2025-07-21', 'version': 'F', 'id': 6246, 'active': 1, 'knit_style_base': 729, 'act_yard_cut_wt': '7.86'}",10.3,59,2025-09-12 09:34:19.523974,0.75,0,1.0,1,1,Required,,,0,2025-07-16 07:38:49.183635,2025-08-25,,5100,,,2025-07-16 07:38:49.183635,9,"{'foreign_id': 304, 'active': 1, 'id': 729, 'base_style': 'DFF505J', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None}",,33290,,6426,1,,,lbs,2025-09-26,9
K2507038,,72,Open,5000,,45191,8861.0,,,"{'roll_size': '250', 'foreign_id': 8385, 'price': '0.85', 'modified': '2025-08-26 15:13:10.215137', 'created_time': '13:49:34.975571', 'target_yard_cut_wt': '27.25', 'version': '1AT', 'created_date': '2025-07-16', 'id': 6233, 'active': 1, 'knit_style_base': 3473, 'act_yard_cut_wt': '29.65'}",3.066364,200,2025-08-28 21:16:11.127588,0.85,0,,1,19,Required,,83.5,5514.8,2025-07-15 14:40:49.632905,2025-07-21,,0,,,2025-07-15 14:40:49.632905,72,"{'active': 1, 'id': 3473, 'foreign_id': 5417, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4014-42'}",2025-08-25 15:05:03.258818,33282,5598.3,6425,1,2025-08-08,,lbs,2025-08-08,72
K2507037,,9,Open,800,,,8860.0,,,"{'knit_style_base': 891, 'act_yard_cut_wt': '25.72', 'version': '0', 'created_date': '2020-05-08', 'id': 1545, 'active': 1, 'price': '1.25', 'modified': '2025-09-02 13:46:58.952881', 'created_time': '09:54:48.123885', 'target_yard_cut_wt': '26.40', 'roll_size': '80', 'foreign_id': 2611}",4.2989,,2025-07-30 23:53:59.312501,1.25,0,15.0,1,1,,,38.2,692.3,2025-07-15 11:47:00.093691,2025-07-28,,135,,,2025-07-15 11:47:00.093691,9,"{'foreign_id': 1875, 'active': 1, 'id': 891, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': '701SM0824'}",,33273,730.5,6424,1,,0,lbs,2025-08-01,9
K2507032,,87,Open,28765,,,,,,"{'foreign_id': 6948, 'roll_size': '75', 'target_yard_cut_wt': '44.00', 'created_time': '10:16:59.859097', 'modified': '2024-06-20 16:12:38.614734', 'price': '3.00', 'active': 1, 'id': 4991, 'created_date': '2023-12-01', 'version': 'B', 'act_yard_cut_wt': '44.0', 'knit_style_base': 2362}",5.453784,,2025-07-14 11:49:52.460921,3.00,0,,1,22,,,,0,2025-07-14 11:49:52.460921,,,28765,,,2025-07-14 11:49:52.460921,87,"{'active': 1, 'id': 2362, 'foreign_id': 3964, 'base_style': '205FLX2006', 'created_time': None, 'qs_customer': 'TUBS - TUBE SPECIALITIES', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,33235,,6419,1,,,lbs,2026-01-05,87
K2507027,,9,Open,6000,,,,,,"{'act_yard_cut_wt': '7.22', 'knit_style_base': 1560, 'id': 5292, 'active': 1, 'version': 'L', 'created_date': '2024-05-02', 'created_time': '08:54:27.335179', 'target_yard_cut_wt': '7.40', 'price': '1.20', 'modified': '2025-02-20 12:20:55.999162', 'foreign_id': 7291, 'roll_size': '50'}",1.85,132,2025-09-05 12:33:25.216723,1.20,0,4.0,1,1,Required,,174.8,5706.8,2025-07-10 13:33:19.294171,2025-07-11,,341,,,2025-07-10 13:33:19.294171,9,"{'base_style': '1853', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'foreign_id': 2929, 'active': 1, 'id': 1560}",,33180,5453.2,6414,1,,428.4,lbs,2025-08-08,9
K2507024,,80,Open,40,,45144,8842.0,,,"{'created_time': '14:40:37.75668', 'target_yard_cut_wt': '19', 'price': '0.85', 'modified': '2025-07-29 10:11:46.546969', 'foreign_id': 8376, 'roll_size': '40', 'act_yard_cut_wt': None, 'knit_style_base': 3469, 'active': 1, 'id': 6226, 'version': '1', 'created_date': '2025-07-09'}",1.343015,186,2025-07-21 09:33:54.161662,0.85,0,,1,16,Required,,21.9,0,2025-07-10 09:27:51.355708,2025-07-11,,40,,,2025-07-10 09:27:51.355708,80,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CMR4773A', 'foreign_id': 5413, 'id': 3469, 'active': 1}",,33166,21.9,6411,1,,,lbs,2025-07-18,80
K2507023,,72,Open,23244,,45137,8840.0,,,"{'price': '0.85', 'modified': '2025-08-25 09:32:40.869882', 'created_time': '09:40:44.691577', 'target_yard_cut_wt': '4.4', 'roll_size': '52', 'foreign_id': 8370, 'knit_style_base': 141, 'act_yard_cut_wt': '4.95', 'version': '1AT', 'created_date': '2025-07-09', 'id': 6221, 'active': 1}",1.06,121,2025-09-12 19:36:08.862261,0.85,0,,1,19,Complete,,15.2,10417.4,2025-07-09 13:17:53.430663,2025-07-09,,12826.6,,,2025-07-09 13:17:53.430663,72,"{'active': 1, 'id': 141, 'foreign_id': 427, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT2155'}",,33158,10102.5,6410,1,2025-12-31,330.1,lbs,2025-12-31,72
K2507022,,72,Open,22568,,45136,8839.0,,,"{'active': 1, 'id': 6221, 'created_date': '2025-07-09', 'version': '1AT', 'act_yard_cut_wt': '4.95', 'knit_style_base': 141, 'foreign_id': 8370, 'roll_size': '52', 'target_yard_cut_wt': '4.4', 'created_time': '09:40:44.691577', 'modified': '2025-08-25 09:32:40.869882', 'price': '0.85'}",1.06,93,2025-09-12 02:26:11.001807,0.85,0,,1,19,Complete,,,5056.6,2025-07-09 13:16:13.978184,2025-07-09,,17511.4,,,2025-07-09 13:16:13.978184,72,"{'id': 141, 'active': 1, 'foreign_id': 427, 'base_style': 'CT2155', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,33157,4950.5,6409,1,2025-12-31,106.1,lbs,2025-12-31,72
K2507021,,72,Open,22620,,45135,8838.0,,,"{'target_yard_cut_wt': '4.4', 'created_time': '09:40:44.691577', 'modified': '2025-08-25 09:32:40.869882', 'price': '0.85', 'foreign_id': 8370, 'roll_size': '52', 'act_yard_cut_wt': '4.95', 'knit_style_base': 141, 'active': 1, 'id': 6221, 'created_date': '2025-07-09', 'version': '1AT'}",1.06,64,2025-09-06 16:01:19.539574,0.85,0,,1,19,Complete,,,4844.6,2025-07-09 13:14:36.796713,2025-07-09,,17775.4,,,2025-07-09 13:14:36.796713,72,"{'active': 1, 'id': 141, 'foreign_id': 427, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT2155'}",,33156,4844.6,6408,1,2025-12-31,0,lbs,2025-12-31,72
K2507015,,72,Open,22066,,45133,8832.0,,,"{'act_yard_cut_wt': '18.465', 'knit_style_base': 107, 'active': 1, 'id': 6025, 'created_date': '2025-03-25', 'version': '1BA', 'target_yard_cut_wt': '21.00', 'created_time': '10:38:45.416028', 'modified': '2025-06-26 09:17:42.834611', 'price': '0.85', 'foreign_id': 8128, 'roll_size': '64.9'}",1.10788,544,2025-09-11 08:41:10.689339,0.85,0,,1,19,Complete,,0,19383.4,2025-07-09 09:52:30.489487,2025-07-09,,2682.6,,,2025-07-09 09:52:30.489487,72,"{'base_style': 'CT22150', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 877, 'active': 1, 'id': 107}",,33143,18931.3,6402,1,2025-10-30,452.1,lbs,2025-10-30,72
K2507014,,10,Open,3700,,,8831.0,"14441530, 14441531, 14483149",,"{'foreign_id': 8362, 'roll_size': '74', 'created_time': '14:39:58.171841', 'target_yard_cut_wt': '4.10', 'price': '1.25', 'modified': '2025-08-15 09:27:45.392028', 'id': 6216, 'active': 1, 'version': '1', 'created_date': '2025-07-07', 'act_yard_cut_wt': '3.95', 'knit_style_base': 2980}",42.1,,2025-09-05 18:51:11.719712,1.25,0,3.0,1,2,,WL Gore / 12 PC Lots,,3486.6,2025-07-09 09:49:56.409949,2025-08-18,,213.4,,,2025-07-09 09:49:56.409949,10,"{'id': 2980, 'active': 1, 'foreign_id': 4793, 'qs_customer': 'WLGO - W.L. GORE & ASSOCIATES, INC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'KBDU600K'}",,33142,3486.6,6401,1,,0,lbs,2025-09-01,10
K2507001,,98,Open,18000,,45099,8807.0,,,"{'modified': '2025-07-15 10:09:21.881596', 'price': '0.85', 'target_yard_cut_wt': '16.4', 'created_time': '10:33:42.378909', 'roll_size': '100', 'foreign_id': 8349, 'knit_style_base': 2947, 'act_yard_cut_wt': '16.25', 'created_date': '2025-07-01', 'version': '3S', 'active': 1, 'id': 6205}",1.69369,33,2025-07-31 08:51:10.638798,0.85,0,,1,19,Required,,26,2843.6,2025-07-01 11:58:06.828015,2025-07-07,,15156.4,,,2025-07-01 11:58:06.828015,98,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CMR4344', 'id': 2947, 'active': 1, 'foreign_id': 4751}",,33037,2869.6,6388,1,2025-10-30,,lbs,2025-10-30,72
K2506120,,80,Open,200,,,8803.0,,,"{'foreign_id': 8115, 'roll_size': '40', 'created_time': '12:03:10.798793', 'target_yard_cut_wt': '22.25', 'price': '0.00', 'modified': '2025-07-15 11:47:16.455281', 'id': 6014, 'active': 1, 'version': '0', 'created_date': '2025-03-19', 'act_yard_cut_wt': '21.75', 'knit_style_base': 3369}",7.96956,49,2025-07-22 13:21:19.458881,0.00,0,,1,1,Required,,182.9,180.7,2025-06-30 13:51:53.641112,2025-07-02,,19.3,,,2025-06-30 13:51:53.641112,80,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5487', 'active': 1, 'id': 3369, 'foreign_id': 5281}",,33019,363.6,6387,1,,0,lbs,2025-07-14,80
K2506117,,9,Open,60,,,,,,"{'target_yard_cut_wt': '8.9', 'created_time': '15:15:31.45043', 'modified': '2025-07-03 11:26:20.347126', 'price': None, 'foreign_id': 8341, 'roll_size': '30', 'act_yard_cut_wt': '8.65', 'knit_style_base': 3387, 'active': 1, 'id': 6197, 'created_date': '2025-06-27', 'version': 'NAT48'}",1.14,44,2025-07-02 10:11:22.097007,0.00,0,,1,1,Required,,,63.9,2025-06-27 17:24:54.345446,2025-06-30,,0,,,2025-06-27 17:24:54.345446,9,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5493', 'foreign_id': 5301, 'id': 3387, 'active': 1}",,33009,63.9,6384,1,,,lbs,2025-07-04,9
K2506116,,9,Open,60,,,,,,"{'target_yard_cut_wt': '9', 'created_time': '15:16:09.762385', 'modified': '2025-07-10 09:26:31.787886', 'price': None, 'foreign_id': 8342, 'roll_size': '30', 'act_yard_cut_wt': '8.75', 'knit_style_base': 3388, 'active': 1, 'id': 6198, 'created_date': '2025-06-27', 'version': 'NAT48'}",1.13524,34,2025-07-09 09:16:09.218988,0.00,0,,1,1,Required,,39.7,64.0,2025-06-27 17:01:55.250315,2025-06-30,,0,,,2025-06-27 17:01:55.250315,9,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5491', 'id': 3388, 'active': 1, 'foreign_id': 5302}",,33005,103.7,6383,1,,,lbs,2025-07-04,9
K2506115,6322.0,9,Open,7345,,,,,,"{'knit_style_base': 3442, 'act_yard_cut_wt': '21.30', 'version': 'MVS1', 'created_date': '2025-06-26', 'active': 1, 'id': 6196, 'price': '1.25', 'modified': '2025-08-06 11:05:04.690902', 'created_time': '16:10:40.003813', 'target_yard_cut_wt': '19.60', 'roll_size': '58.3', 'foreign_id': 8340}",8.889891,28,2025-09-12 18:01:13.137042,1.25,0,1.0,1,1,Required,,385.5,5657.1,2025-06-27 15:32:55.935572,2025-06-30,,1687.9,,,2025-06-27 15:32:55.935572,9,"{'active': 1, 'id': 3442, 'foreign_id': 5375, 'base_style': '2027-2.5', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,32719,4287.5,6382,1,,1743.1,lbs,2025-08-08,9
K2506113,,9,Open,14900,,,,,,"{'knit_style_base': 542, 'act_yard_cut_wt': '28.36', 'created_date': '2018-06-22', 'version': '1', 'id': 1045, 'active': 1, 'modified': '2023-11-29 22:58:58.768231', 'price': '1.25', 'target_yard_cut_wt': '29.00', 'created_time': '09:59:43.909493', 'roll_size': '125', 'foreign_id': 290}",3.37059,100,2025-09-12 23:16:11.885796,1.25,0,15.0,1,1,Required,,202.1,14765.7,2025-06-25 15:37:16.741246,2025-06-26,,134.299999999999,,,2025-06-25 15:37:16.741246,9,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '751SM0780', 'active': 1, 'id': 542, 'foreign_id': 290}",,32950,14094.8,6380,1,,873,lbs,2025-09-05,9
K2506102,,9,Open,3480,,,8780.0,SAW-004,,"{'active': 1, 'id': 5688, 'version': 'L', 'created_date': '2024-10-04', 'act_yard_cut_wt': '6.85', 'knit_style_base': 2377, 'foreign_id': 7740, 'roll_size': '58', 'created_time': '15:03:05.170539', 'target_yard_cut_wt': '6.80', 'price': '1.15', 'modified': '2025-03-26 13:36:03.761226'}",1.75,,2025-08-20 12:43:28.284901,1.15,0,4.0,1,1,,,,0,2025-06-23 14:43:54.363473,2025-09-26,,3480,,,2025-06-23 14:43:54.363473,9,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5263', 'active': 1, 'id': 2377, 'foreign_id': 3983}",,32884,,6369,1,,,lbs,2025-10-26,9
K2506091,,9,Open,1600,,,8768.0,9106,,"{'foreign_id': 8424, 'roll_size': '40', 'target_yard_cut_wt': '15.65', 'created_time': '14:56:34.22218', 'modified': '2025-09-12 11:10:02.631197', 'price': '2.00', 'active': 1, 'id': 6267, 'created_date': '2025-07-24', 'version': '6020M', 'act_yard_cut_wt': '18.02', 'knit_style_base': 240}",30.9319,504,2025-09-12 09:34:17.43965,2.00,0,5.0,1,1,Required,,,0,2025-06-19 11:16:23.019207,2025-06-20,,1600,,,2025-06-19 11:16:23.019207,9,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'BK 7215', 'id': 240, 'active': 1, 'foreign_id': 1327}",,32831,,6358,1,,,lbs,2025-07-04,9
K2506073,,72,Open,7020,,45034,8749.0,,,"{'foreign_id': 8005, 'roll_size': '65', 'created_time': '13:26:17.123179', 'target_yard_cut_wt': '22.5', 'price': '1.75', 'modified': '2025-06-17 13:48:18.325624', 'active': 1, 'id': 5923, 'version': '1B', 'created_date': '2025-01-31', 'act_yard_cut_wt': '20.60', 'knit_style_base': 3120}",1.43048,146,2025-09-10 23:31:13.32412,1.75,0,,1,19,Complete,,100.2,3658.8,2025-06-17 11:09:41.994554,2025-06-17,,3361.2,,,2025-06-17 11:09:41.994554,72,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CSP4479A', 'foreign_id': 4975, 'active': 1, 'id': 3120}",,32773,3759.0,6340,1,2025-07-11,0,lbs,2025-07-11,72
K2506054,,10,Open,3200,,,8730.0,D101-317477,,"{'roll_size': '50', 'foreign_id': 8318, 'modified': '2025-07-21 14:04:13.994815', 'price': '1.50', 'target_yard_cut_wt': '10.70', 'created_time': '16:46:48.686026', 'created_date': '2025-06-16', 'version': '5', 'id': 6177, 'active': 1, 'knit_style_base': 1212, 'act_yard_cut_wt': '11.50'}",2.4,,2025-08-27 05:46:22.791456,1.50,0,5.0,1,2,,Beehive / 210878 / 16 PCS,280.1,3168.6,2025-06-12 12:16:18.406908,2025-07-17,,31.4000000000001,,,2025-06-12 12:16:18.406908,10,"{'id': 1212, 'active': 1, 'foreign_id': 2443, 'base_style': 'JC24', 'qs_customer': 'BEEH - BEEHIVE CLOTHING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,32684,3448.7,6321,1,,0,lbs,2025-07-25,10
K2506051,,10,Open,6350,,,,"Email 6/11, Email 7/25",,"{'act_yard_cut_wt': '8.65', 'knit_style_base': 1804, 'active': 1, 'id': 3469, 'version': '0', 'created_date': '2022-07-14', 'created_time': '16:43:07.914549', 'target_yard_cut_wt': '8.9', 'price': '0.45', 'modified': '2025-06-13 11:51:50.649964', 'foreign_id': 5164, 'roll_size': '50'}",3.06,,2025-09-09 12:46:16.789663,0.45,0,4.0,1,2,,,291.7,5643.9,2025-06-11 15:42:31.798006,2025-08-28,,706.1,,,2025-06-11 15:42:31.798006,10,"{'foreign_id': 3266, 'id': 1804, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'KITH - KEEP IT HERE', 'base_style': 'CF5105'}",2025-07-25 08:47:07.330519,32659,4971.2,6318,1,,913.5,lbs,2025-09-26,10
K2506050,,9,Open,13400,,,8728.0,,,"{'created_time': '09:59:43.909493', 'target_yard_cut_wt': '29.00', 'price': '1.25', 'modified': '2023-11-29 22:58:58.768231', 'foreign_id': 290, 'roll_size': '125', 'act_yard_cut_wt': '28.36', 'knit_style_base': 542, 'active': 1, 'id': 1045, 'version': '1', 'created_date': '2018-06-22'}",3.3325,88,2025-09-04 19:16:21.210151,1.25,0,15.0,1,1,Required,,83.8,13952.2,2025-06-11 14:43:12.905069,2025-06-23,,0,,,2025-06-11 14:43:12.905069,9,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '751SM0780', 'id': 542, 'active': 1, 'foreign_id': 290}",,32657,14036.0,6317,1,,,lbs,2025-09-05,9
K2506047,,9,Open,9900,,,8725.0,,,"{'modified': '2023-12-08 14:23:47.553408', 'price': '0.60', 'target_yard_cut_wt': '27.00', 'created_time': '16:48:33.114705', 'roll_size': '80', 'foreign_id': 389, 'knit_style_base': 657, 'act_yard_cut_wt': '25.98', 'created_date': '2018-07-20', 'version': 'U', 'id': 1207, 'active': 1}",4.19,45,2025-08-22 22:41:21.442472,0.60,0,15.0,1,1,Required,,,10069.4,2025-06-11 13:46:21.585013,2025-07-28,,0,,,2025-06-11 13:46:21.585013,9,"{'foreign_id': 399, 'active': 1, 'id': 657, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '721SM0470'}",,32654,10069.4,6314,1,,0,lbs,2025-09-05,9
K2506046,,9,Open,600,,,8724.0,,,"{'created_time': '15:37:10.015726', 'target_yard_cut_wt': '32.80', 'price': '0.50', 'modified': '2025-02-07 09:00:11.655141', 'foreign_id': 3301, 'roll_size': '100', 'act_yard_cut_wt': '30.38', 'knit_style_base': 211, 'id': 1997, 'active': 1, 'version': 'M2', 'created_date': '2021-02-04'}",4.24132,37,2025-08-28 18:31:12.694335,0.50,0,15.0,1,1,Required,,,610.8,2025-06-11 13:42:10.731913,2025-08-01,,0,,,2025-06-11 13:42:10.731913,9,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '601SM0312', 'active': 1, 'id': 211, 'foreign_id': 1064}",,32653,610.8,6313,1,,0,lbs,2025-08-08,9
K2506044,,9,Open,25800,,,8722.0,,,"{'foreign_id': 692, 'roll_size': '100', 'created_time': '16:46:28.100415', 'target_yard_cut_wt': '19.70', 'price': '0.60', 'modified': '2023-11-29 22:59:37.035053', 'active': 1, 'id': 860, 'version': '30G', 'created_date': '2018-10-03', 'act_yard_cut_wt': '22.58', 'knit_style_base': 422}",4.19,127,2025-09-09 21:51:11.139341,0.60,0,15.0,1,1,Required,,120.4,26109.8,2025-06-11 13:35:31.226463,2025-06-16,,0,,,2025-06-11 13:35:31.226463,9,"{'base_style': '1SM0470', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 422, 'active': 1, 'foreign_id': 644}",,32650,26230.2,6311,1,,0,lbs,2025-08-29,9
K2506042,,9,Open,50,,,,,,"{'created_time': '13:48:11.7096', 'target_yard_cut_wt': '19.30', 'price': '0.00', 'modified': '2025-06-23 09:29:29.286369', 'foreign_id': 8301, 'roll_size': '50', 'act_yard_cut_wt': '16.60', 'knit_style_base': 3437, 'id': 6162, 'active': 1, 'version': '0', 'created_date': '2025-06-10'}",2.861191,528,2025-07-01 09:51:21.838946,0.00,0,5.0,1,1,Required,,23,97.5,2025-06-10 14:25:22.906918,2025-06-16,,0.100000000000001,,,2025-06-10 14:25:22.906918,9,"{'foreign_id': 5368, 'active': 1, 'id': 3437, 'base_style': 'CF5509', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,32633,120.5,6309,1,,0,lbs,2025-06-20,9
K2506021,,9,Open,1600,,,8703.0,250170,,"{'id': 5730, 'active': 1, 'created_date': '2024-10-21', 'version': 'CC', 'act_yard_cut_wt': '15.60', 'knit_style_base': 1662, 'foreign_id': 7786, 'roll_size': '58', 'target_yard_cut_wt': '17.25', 'created_time': '15:58:06.848587', 'modified': '2025-06-26 11:35:35.215794', 'price': '0.60'}",2.25304,,2025-07-25 10:16:27.353584,0.60,0,4.0,1,1,,,,2637.0,2025-06-05 14:54:57.711875,2025-06-09,,0,,,2025-06-05 14:54:57.711875,9,"{'active': 1, 'id': 1662, 'foreign_id': 3065, 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '2094'}",,32553,2637.0,6288,1,,0,lbs,2025-06-27,9
K2506020,6244.0,5,Open,30,,44875,8646.0,,,"{'version': '0', 'created_date': '2025-05-27', 'active': 1, 'id': 6133, 'knit_style_base': 3426, 'act_yard_cut_wt': '5.50', 'roll_size': '30', 'foreign_id': 8264, 'price': None, 'modified': '2025-05-30 15:06:20.034094', 'created_time': '17:05:49.662493', 'target_yard_cut_wt': '5.7'}",1.75,,2025-06-05 12:01:11.781783,0.00,0,,1,1,,,,32.2,2025-06-05 11:56:16.17375,,,0,,,2025-06-05 11:56:16.17375,5,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5502', 'foreign_id': 5354, 'active': 1, 'id': 3426}",,32253,32.2,6287,1,,,lbs,2025-05-28,5
K2505066,,80,Open,0,,44875,8646.0,,,"{'knit_style_base': 3420, 'act_yard_cut_wt': None, 'created_date': '2025-05-20', 'version': '0', 'active': 0, 'id': 6125, 'modified': '2025-05-27 17:06:46.938066', 'price': None, 'target_yard_cut_wt': '5.7', 'created_time': '15:04:42.674893', 'roll_size': '30', 'foreign_id': 8256}",1.75,100,2025-06-10 08:06:36.448456,0.00,0,,1,1,Required,,22.1,0,2025-05-21 11:05:25.437247,2025-05-22,,0,,,2025-05-21 11:05:25.437247,80,"{'foreign_id': 5354, 'id': 3426, 'active': 1, 'base_style': 'CF5502', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,32253,22.1,6244,1,,0,lbs,2025-05-28,5
